Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621.0,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279.0,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154.0,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
31,No,Travel_Frequently,715,Sales,2,4,Other,1,1613.0,4,child,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905.0,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801.0,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206.0,4,child,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933.0,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304.0,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499.0,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840.0,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7
30,No,Travel_Rarely,855,Sales,7,4,Marketing,1,,4,child,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602.0,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127.0,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,952.0,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669.0,1,child,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243.0,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714.0,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,1839.0,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551.0,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762.0,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018.0,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011.0,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289.0,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8
28,No,Non-Travel,1103,Research & Development,16,3,Medical,1,1947.0,3,Male,49,3,1,Research Scientist,3,Single,2144,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622.0,3,child,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
31,No,Non-Travel,587,Sales,2,4,Life Sciences,1,,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281.0,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684.0,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192.0,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,,4,child,76,3,1,Laboratory Technician,2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373.0,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252.0,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471.0,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152.0,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720.0,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
32,No,Travel_Rarely,604,Sales,8,3,Medical,1,1304.0,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846.0,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391.0,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1995.0,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833.0,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045.0,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934.0,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256.0,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496.0,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019.0,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753.0,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,,4,Male,56,4,4,Manager,1,Single,17567,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635.0,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
36,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85.0,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225.0,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732.0,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1975.0,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881.0,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017.0,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837.0,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714.0,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,,1,Male,85,2,5,Manager,3,Married,18711,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,,4,Female,30,2,1,Sales Representative,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390.0,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4
29,No,Travel_Rarely,144,Sales,10,1,Marketing,1,463.0,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858.0,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806.0,4,child,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204.0,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244.0,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032.0,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3
38,No,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8
