Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55.0,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,2,81,4,4,Research Director,4,Divorced,14732,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0
36.0,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,99,3,2,Sales Executive,2,Single,9278,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1
31.0,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,50,1,1,Sales Representative,3,Single,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
30.0,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
31.0,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,1,93,3,4,Research Director,2,Single,16422,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
34.0,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,4,91,3,1,Research Scientist,1,Divorced,2996,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
31.0,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,34,2,1,Research Scientist,2,Single,1261,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
27.0,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,91,3,1,Laboratory Technician,1,Married,2099,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4
36.0,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,37,2,2,Laboratory Technician,4,Single,5810,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
36.0,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,98,2,2,Sales Executive,1,Married,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2
