Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44.0,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
50.0,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,4,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13
36.0,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14
39.0,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8
33.0,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
45.0,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
32.0,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7
34.0,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
59.0,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4
45.0,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
