Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49.0,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,3,35,3,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2
36.0,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,30,3,2,Research Scientist,2,Single,4485,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
31.0,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
26.0,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,48,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4
37.0,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
42.0,No,Travel_Frequently,555,Sales,26,3,Marketing,1,404,3,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8
18.0,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,3,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0
35.0,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,3,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9
36.0,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0
51.0,No,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,4,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2
