Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34.0,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
28.0,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2
44.0,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,92,4,5,Manager,1,Divorced,19190,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13
34.0,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,56,2,2,Human Resources,2,Married,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8
35.0,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,66,3,1,Research Scientist,3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
42.0,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0
43.0,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,56,2,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
36.0,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12
44.0,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,73,3,3,Healthcare Representative,4,Married,7978,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
28.0,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
