Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36.0,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
56.0,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,2026,3,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
29.0,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,36,3,1,Research Scientist,4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
42.0,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,2031,1,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
56.0,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,2032,4,72,3,1,Laboratory Technician,3,Married,2339,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
41.0,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,2034,1,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
34.0,No,Travel_Rarely,704,Sales,28,3,Marketing,1,2035,4,95,2,2,Sales Executive,3,Married,6712,8978,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7
36.0,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,88,1,2,Sales Executive,4,Divorced,5406,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
41.0,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,57,2,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
32.0,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,4,78,3,1,Research Scientist,1,Single,2439,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2
