Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35.0,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
53.0,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,1572,3,78,2,3,Manufacturing Director,4,Married,10169,14618,0,Y,No,16,3,2,80,1,34,4,3,33,7,1,9
38.0,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,3,81,3,2,Manufacturing Director,2,Married,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4
32.0,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,1574,4,62,3,2,Research Scientist,1,Married,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
48.0,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,3,65,3,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
34.0,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,1577,1,35,3,1,Research Scientist,4,Single,2972,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0
55.0,No,Travel_Rarely,685,Sales,26,5,Marketing,1,1578,3,60,2,5,Manager,4,Married,19586,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13
34.0,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,2,45,3,2,Research Scientist,4,Married,5484,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
26.0,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,1,89,3,1,Research Scientist,4,Married,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
38.0,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,3,80,3,2,Sales Executive,2,Married,9924,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
