Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28.0,No,Travel_Frequently,467,Sales,7,3,Life Sciences,1,1507,3,55,3,2,Sales Executive,1,Single,4898,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3
49.0,No,Travel_Rarely,271,Research & Development,3,2,Medical,1,1509,3,43,2,2,Laboratory Technician,1,Married,4789,23070,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2
29.0,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,4,97,3,1,Laboratory Technician,2,Married,3180,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2
28.0,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,1514,3,96,1,2,Manufacturing Director,2,Married,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7
33.0,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1,1515,4,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Y,Yes,17,3,1,80,0,14,6,3,0,0,0,0
32.0,No,Travel_Rarely,495,Research & Development,10,3,Medical,1,1516,3,64,3,3,Manager,4,Single,11244,21072,2,Y,No,25,4,2,80,0,10,5,4,5,2,0,0
54.0,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1,1520,2,87,3,4,Manager,4,Divorced,16032,24456,3,Y,No,20,4,1,80,1,26,2,3,14,9,1,12
29.0,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522,1,100,2,1,Research Scientist,1,Single,2362,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7
44.0,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,4,32,3,4,Research Director,1,Married,16328,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17
39.0,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1525,2,32,3,3,Manufacturing Director,2,Single,8376,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2
