Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45.0,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
38.0,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
35.0,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
37.0,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
40.0,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
44.0,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
48.0,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,89,2,4,Manager,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
35.0,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
24.0,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,32,3,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
27.0,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,86,4,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
