Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33.0,No,Non-Travel,722,Sales,17,3,Life Sciences,1,992,4,38,3,4,Manager,3,Single,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0
29.0,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,4,92,2,1,Research Scientist,1,Single,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0
33.0,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,53,3,1,Research Scientist,4,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
45.0,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
50.0,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,4,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
33.0,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
41.0,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,999,1,64,3,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11
27.0,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,3,37,3,1,Laboratory Technician,2,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2
45.0,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,4,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
47.0,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,4,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
