Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32.0,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
31.0,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,67,3,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
49.0,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
38.0,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,42,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
47.0,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,47,4,4,Manager,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
49.0,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
41.0,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,80,3,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
20.0,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,54,3,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
33.0,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
36.0,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,80,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
