Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47.0,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,1,74,3,1,Research Scientist,4,Married,3420,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2
25.0,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,68,2,1,Sales Representative,1,Married,4400,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2
37.0,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,84,4,1,Laboratory Technician,3,Single,3500,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
56.0,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,1,90,3,1,Research Scientist,1,Married,2066,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0
47.0,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,1443,1,82,3,4,Research Director,3,Married,17169,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6
24.0,No,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,42,3,2,Sales Executive,3,Married,4162,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3
32.0,No,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,4,97,3,2,Sales Executive,4,Married,9204,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3
34.0,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,4,86,2,1,Laboratory Technician,2,Married,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2
41.0,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,90,4,1,Research Scientist,3,Married,2127,5561,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3
40.0,No,Non-Travel,663,Research & Development,9,4,Other,1,1449,3,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7
