Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24.0,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
30.0,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
26.0,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,73,3,1,Research Scientist,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
22.0,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,43,3,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2
36.0,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
30.0,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,40,3,1,Research Scientist,4,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
37.0,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
40.0,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
42.0,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
37.0,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
