Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46.0,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,51,3,4,Manager,2,Married,16606,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1
35.0,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,1529,4,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3
23.0,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,1533,1,97,3,2,Laboratory Technician,3,Single,2272,24812,0,Y,No,14,3,2,80,0,5,2,3,4,3,1,2
40.0,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534,4,86,3,1,Laboratory Technician,1,Single,2018,21831,3,Y,No,14,3,2,80,0,15,3,1,5,4,1,0
34.0,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,1535,4,64,2,3,Sales Executive,3,Married,7083,12288,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6
31.0,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,4,33,3,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
50.0,No,Travel_Frequently,333,Research & Development,22,5,Medical,1,1539,3,88,1,4,Research Director,4,Single,14411,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9
34.0,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,1541,2,55,3,1,Sales Representative,3,Married,2308,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7
42.0,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1,1542,3,68,2,1,Laboratory Technician,2,Married,4841,24052,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0
37.0,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,1,47,3,2,Research Scientist,4,Married,4285,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7
