Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32.0,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
56.0,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
29.0,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
19.0,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
45.0,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
37.0,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
20.0,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
44.0,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
53.0,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
29.0,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
