Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
59.0,No,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,91,1,57,2,2,Sales Executive,3,Single,5473,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3
29.0,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,94,3,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4
31.0,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0
32.0,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9
36.0,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,55,4,1,Laboratory Technician,4,Married,3038,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0
31.0,No,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,98,3,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8
35.0,No,Travel_Rarely,776,Sales,1,4,Marketing,1,100,3,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8
45.0,No,Travel_Rarely,193,Research & Development,6,4,Other,1,101,4,52,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0
37.0,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2
46.0,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2
