Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29.0,No,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,39,1,2,Healthcare Representative,1,Married,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7
33.0,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,4,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2
45.0,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,97,3,1,Research Scientist,4,Married,2132,4585,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3
42.0,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,4,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
40.0,No,Travel_Rarely,1342,Sales,9,2,Medical,1,1548,1,47,3,2,Sales Executive,1,Married,5473,19345,0,Y,No,12,3,4,80,0,9,5,4,8,4,7,1
33.0,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,1549,2,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7
40.0,No,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,3,38,3,4,Manager,4,Single,16437,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7
24.0,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,3,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
40.0,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,1552,4,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2
45.0,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7
