Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35.0,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7
24.0,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
33.0,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
36.0,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
30.0,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
44.0,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
20.0,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
46.0,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
42.0,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
60.0,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
