Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48.0,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
27.0,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4
37.0,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
50.0,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
34.0,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,46,2,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
24.0,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
39.0,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,80,2,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10
32.0,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
50.0,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3
38.0,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
