Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27.0,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
19.0,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,100,1,1,Sales Representative,1,Single,2325,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
36.0,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,30,3,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
30.0,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
45.0,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
56.0,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
33.0,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,90,3,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
19.0,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0
46.0,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,92,3,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
38.0,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
