Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24.0,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
38.0,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,76,3,2,Healthcare Representative,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
37.0,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,65,3,2,Manufacturing Director,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
49.0,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
24.0,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,89,4,1,Research Scientist,4,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
26.0,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
24.0,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,94,2,1,Laboratory Technician,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
50.0,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
25.0,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
24.0,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
