Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36.0,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
48.0,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
27.0,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,76,3,1,Research Scientist,3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
29.0,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
48.0,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,76,2,5,Research Director,4,Single,18265,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0
29.0,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
34.0,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,89,4,1,Research Scientist,3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
44.0,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,88,3,5,Manager,2,Married,18213,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
33.0,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
19.0,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
