Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30.0,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,48,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
50.0,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
38.0,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006,3,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2
46.0,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7
24.0,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009,4,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
35.0,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,3,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2
31.0,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011,3,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
18.0,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1,1012,2,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0
54.0,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1013,3,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8
35.0,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
