Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43.0,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902,4,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2
47.0,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903,3,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7
37.0,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
50.0,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905,1,98,3,4,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
39.0,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,4,42,2,2,Human Resources,4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4
33.0,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,4,57,3,1,Human Resources,2,Divorced,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3
32.0,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911,1,87,3,1,Laboratory Technician,4,Single,2795,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1
29.0,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,912,1,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3
44.0,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,2,61,3,1,Research Scientist,1,Married,2559,7508,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1
28.0,No,Travel_Rarely,821,Sales,5,4,Medical,1,916,1,98,3,2,Sales Executive,4,Single,4908,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2
