Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54.0,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
44.0,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,72,4,1,Research Scientist,4,Married,2011,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7
19.0,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,96,2,1,Research Scientist,2,Single,1859,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0
29.0,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
54.0,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,85,3,4,Research Director,4,Married,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9
31.0,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
31.0,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,96,2,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
59.0,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,48,2,2,Sales Executive,4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
43.0,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,96,1,5,Research Director,4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
49.0,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,85,2,5,Manager,3,Married,18711,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0
