Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31.0,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,31,3,3,Sales Executive,4,Divorced,10793,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9
46.0,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,52,3,3,Sales Executive,4,Divorced,10096,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3
39.0,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458,1,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0
31.0,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,3,100,4,3,Manufacturing Director,2,Single,7446,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7
45.0,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,2,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7
31.0,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,96,4,1,Human Resources,2,Single,2109,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
31.0,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,2,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2
45.0,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,2,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2
48.0,No,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466,3,96,3,2,Sales Executive,1,Divorced,5486,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2
34.0,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,52,3,1,Human Resources,3,Married,2742,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2
