Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38.0,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
43.0,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7
48.0,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
44.0,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
34.0,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6
27.0,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
21.0,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,49,3,1,Sales Representative,3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2
44.0,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1
22.0,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2
33.0,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2
