Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32.0,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
30.0,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
27.0,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,90,3,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
51.0,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296,2,81,2,3,Research Director,2,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
30.0,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,88,3,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
41.0,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,75,3,3,Manager,4,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0
30.0,Yes,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
29.0,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,85,3,1,Research Scientist,3,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
45.0,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,57,2,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
54.0,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,52,3,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
