Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31.0,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,3,90,2,1,Sales Representative,4,Single,2785,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0
35.0,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,67,3,2,Sales Executive,3,Married,4614,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2
38.0,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,57,4,1,Research Scientist,3,Divorced,2610,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3
34.0,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,98,3,2,Healthcare Representative,4,Single,6687,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11
28.0,No,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,48,2,2,Sales Executive,1,Married,4724,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4
31.0,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7
39.0,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4
51.0,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,52,3,3,Sales Executive,2,Married,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
41.0,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,4,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3
37.0,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,54,3,1,Research Scientist,3,Married,2996,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
