Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37.0,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,63,3,1,Human Resources,1,Divorced,2073,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
32.0,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,4,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0
20.0,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,4,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0
34.0,No,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1,41,3,2,Research Scientist,3,Single,4809,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10
37.0,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
59.0,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2
50.0,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,73,3,5,Research Director,2,Married,18172,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7
25.0,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3
25.0,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1
22.0,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,59,3,1,Laboratory Technician,4,Single,2871,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0
