Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37.0,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,89,3,2,Human Resources,2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7
35.0,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,84,3,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7
33.0,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
28.0,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,82,3,1,Research Scientist,4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
39.0,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,65,3,3,Research Director,3,Single,13464,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2
46.0,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,98,2,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2
40.0,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,99,3,1,Laboratory Technician,1,Married,3377,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2
42.0,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
35.0,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
38.0,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,100,3,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
