Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28.0,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,1960,3,32,2,1,Laboratory Technician,4,Divorced,2367,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3
38.0,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1961,1,59,2,1,Sales Representative,1,Single,2858,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0
35.0,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,55,3,2,Sales Executive,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
27.0,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,44,3,2,Sales Executive,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7
32.0,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,1966,4,56,2,2,Manufacturing Director,4,Single,9679,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0
31.0,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,63,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8
53.0,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1968,1,66,3,3,Sales Executive,1,Single,10448,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2
54.0,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1969,1,67,3,2,Research Scientist,3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3
33.0,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,4,36,3,2,Healthcare Representative,3,Divorced,5968,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8
43.0,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,1,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9
