Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42.0,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,38,3,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3
47.0,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
46.0,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7
28.0,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,3,43,3,1,Human Resources,4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2
29.0,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6
42.0,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,4,81,3,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0
32.0,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,82,2,2,Sales Executive,2,Single,9907,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2
46.0,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,1,45,4,4,Sales Executive,1,Divorced,13225,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8
27.0,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,36,2,2,Sales Representative,3,Married,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
29.0,No,Travel_Rarely,352,Human Resources,6,1,Medical,1,1865,4,87,2,1,Human Resources,2,Married,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0
