Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30.0,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,2,73,4,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
20.0,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,4,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0
30.0,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,60,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
26.0,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3
22.0,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,2,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
48.0,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
48.0,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,3,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8
41.0,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
39.0,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8
27.0,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2
