Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34.0,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,93,3,2,Laboratory Technician,1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7
37.0,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8
39.0,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,83,3,2,Sales Executive,4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2
43.0,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,52,3,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
41.0,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2
41.0,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,81,3,3,Sales Executive,3,Divorced,10447,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
30.0,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
26.0,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,69,3,1,Human Resources,2,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
46.0,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,66,3,2,Healthcare Representative,2,Married,8926,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7
40.0,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3
